name,url,status,classification
TV - KEYT Santa Barbara,https://www.keyt.com/feed/,ConnectTimeout,dead
TV - KCNC Denver,https://www.cbsnews.com/colorado/latest/rss/,ConnectTimeout,dead
Radio - WNCW Spindale NC,https://www.wncw.org/rss,404,dead
Radio - Maine Public,https://www.mainepublic.org/rss,404,dead
Radio - Minnesota Public Radio,https://www.mprnews.org/rss,404,dead
Radio - WYPR Baltimore,https://www.wypr.org/rss,404,dead
Radio - KMUW Wichita,https://www.kmuw.org/rss,404,dead
TV - KRDO Colorado Springs,https://krdo.com/feed/,ConnectTimeout,dead
TV - WTAE Pittsburgh,https://www.wtae.com/rss,ConnectTimeout,dead
Radio - KSTX San Antonio,https://tpr.org/feed/,ConnectError,dead
Radio - NHPR Concord,https://www.nhpr.org/rss,404,dead
TV - WPTZ Burlington VT,https://www.wptz.com/rss,ConnectTimeout,dead
TV - KGWN Cheyenne WY,https://www.kgwn.tv/feed/,ConnectTimeout,dead
TV - KPAX Missoula MT,https://www.kpax.com/feed/,404,dead
Radio - WVIA Scranton,https://www.wvia.org/rss,404,dead
TV - KULR Billings MT,https://www.kulr8.com/feed/,ConnectTimeout,dead
Radio - GPB Georgia,https://www.gpb.org/news/rss,404,dead
Radio - South Dakota Public,https://www.sdpb.org/rss,404,dead
National - Grid News,https://www.grid.news/feed/,410,dead
Radio - KCPT Kansas City,https://kcpt.org/feed/,404,dead
Radio - WGVU Grand Rapids,https://www.wgvu.org/rss,404,dead
Radio - Connecticut Public,https://www.ctpublic.org/rss,404,dead
TV - KITV Honolulu,https://www.kitv.com/rss,ConnectTimeout,dead
National - Rand Corporation,https://www.rand.org/rss/rss_all.xml,404,dead
Radio - Hawaii Public Radio,https://www.hawaiipublicradio.org/rss,404,dead
TV - KFYR Bismarck,https://www.kfyrtv.com/feed/,ConnectTimeout,dead
National - Urban Institute,https://www.urban.org/rss,404,dead
TV - KOTA Rapid City SD,https://www.kotatv.com/feed/,ConnectTimeout,dead
Radio - WGTE Toledo,https://www.wgte.org/rss,404,dead
TV - WTOL Toledo,https://www.wtol.com/feeds/syndication/rss/news,ConnectTimeout,dead
TV - WFMJ Youngstown,https://www.wfmj.com/feed/,ConnectTimeout,dead
Radio - WUOT Knoxville,https://wuot.org/rss,ConnectError,dead
TV - WSBT South Bend,https://www.wsbt.com/feed/,404,dead
Radio - WJCT Jacksonville,https://www.wjct.org/feed/,ConnectTimeout,dead
Radio - WBFO Buffalo,https://www.wbfo.org/feed/,404,dead
Radio - KCRW Santa Monica,https://www.kcrw.com/rss,ConnectTimeout,dead
Police1 911 Tech,https://www.police1.com/rss/topics/911-technology/,404,dead
TV - KVIA El Paso,https://www.kvia.com/feed/,ConnectTimeout,dead
Radio - Colorado Public Radio,https://www.cpr.org/feed/,ConnectTimeout,dead
C4ISRNET Space,https://www.c4isrnet.com/rss/space/,404,dead
Radio - Nevada Public Radio,https://www.nevadapublicradio.org/rss,ConnectTimeout,dead
Radio - WYSU Youngstown,https://www.wysu.org/rss,404,dead
Radio - KRCC Colorado Springs,https://www.krcc.org/rss,ConnectTimeout,dead
FTC News,https://www.ftc.gov/rss.xml,404,dead
The Daily Beast Media,https://feeds.thedailybeast.com/rss/articles/media,ConnectError,dead
Defense News Space,https://www.defensenews.com/rss/space/,404,dead
Radio - Wisconsin Public Radio,https://www.wpr.org/feed/,ConnectTimeout,dead
NOAA News,https://www.noaa.gov/news-features/rss,404,dead
Radio - KVNO Omaha,https://www.kvno.org/rss,ConnectTimeout,dead
Radio - St Louis Public Radio,https://news.stlpublicradio.org/rss,404,dead
Communications Daily,https://www.communicationsdaily.com/rss,ConnectError,dead
Radio - WITF Harrisburg,https://www.witf.org/rss,ConnectTimeout,dead
Radio - VPR Vermont,https://www.vpr.org/rss,ConnectTimeout,dead
TV - KTUU Anchorage,https://www.ktuu.com/rss,404,dead
FTI Consulting Telecom,https://www.fticonsulting.com/insights/rss,404,dead
National - Semafor,https://www.semafor.com/feed,ConnectTimeout,dead
National - Open Tech Institute,https://feed.newamerica.org/oti,ConnectTimeout,dead
Biz - Phoenix Business Jrnl,https://www.bizjournals.com/phoenix/feed/latest/,ConnectTimeout,dead
Space Policy Institute,https://spacepolicy.gwu.edu/feed/,ConnectTimeout,dead
SatelliteObservation,https://www.satobs.org/rss.xml,404,dead
FEMA Alerts,https://www.fema.gov/rss/alerts.rss,404,dead
FEMA News,https://www.fema.gov/rss/news-releases.rss,404,dead
