source_name,rss_url,domain,category,tier,tier_label,authority,reachability,already_in_docuaction,reason
OH - Mansfield News Journal,https://www.mansfieldnewsjournal.com/rss/,mansfieldnewsjournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OH - Cleveland Business,https://www.crainscleveland.com/rss/,crainscleveland.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OK - Oklahoman,https://www.oklahoman.com/rss/,oklahoman.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OK - Enid News & Eagle,https://www.enidnews.com/search/?f=rss&t=article&l=50,enidnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OK - Muskogee Phoenix,https://www.muskogeephoenix.com/search/?f=rss&t=article&l=50,muskogeephoenix.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Oregonian Portland,https://www.oregonlive.com/arcio/rss/,oregonlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Salem Statesman Journal,https://www.statesmanjournal.com/rss/,statesmanjournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Medford Mail Tribune,https://www.mailtribune.com/search/?f=rss&t=article&l=50,mailtribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Bend Bulletin,https://www.bendbulletin.com/search/?f=rss&t=article&l=50,bendbulletin.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Willamette Week,https://www.wweek.com/feed/,wweek.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
OR - Oregon Public Broadcasting,https://www.opb.org/rss/news/,opb.org,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
PA - Harrisburg Patriot-News,https://www.pennlive.com/arcio/rss/,pennlive.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
PA - Wilkes-Barre Citizens Voice,https://www.citizensvoice.com/search/?f=rss&t=article&l=50,citizensvoice.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
PA - Pittsburgh Business Times,https://www.bizjournals.com/pittsburgh/feed/latest/,bizjournals.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
PA - Spotlight PA,https://www.spotlightpa.org/feed/,spotlightpa.org,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
RI - Providence Journal,https://www.providencejournal.com/arcio/rss/,providencejournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SC - State Columbia,https://www.thestate.com/news/local/rss,thestate.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SC - Greenville News,https://www.greenvilleonline.com/rss/,greenvilleonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SC - Myrtle Beach Sun News,https://www.myrtlebeachonline.com/news/local/rss,myrtlebeachonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SC - Rock Hill Herald,https://www.heraldonline.com/news/local/rss,heraldonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SC - Anderson Independent Mail,https://www.independentmail.com/rss/,independentmail.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
SD - Argus Leader Sioux Falls,https://www.argusleader.com/rss/,argusleader.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TN - Tennessean Nashville,https://www.tennessean.com/rss/,tennessean.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TN - Memphis Commercial Appeal,https://www.commercialappeal.com/rss/,commercialappeal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TN - Knoxville News Sentinel,https://www.knoxnews.com/rss/,knoxnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TN - Jackson Sun,https://www.jacksonsun.com/rss/,jacksonsun.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TN - Clarksville Leaf-Chronicle,https://www.theleafchronicle.com/rss/,theleafchronicle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Dallas Morning News,https://www.dallasnews.com/arcio/rss/,dallasnews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Houston Chronicle,https://www.houstonchronicle.com/arcio/rss/,houstonchronicle.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - San Antonio Express-News,https://www.mysanantonio.com/arcio/rss/,mysanantonio.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Austin American-Statesman,https://www.statesman.com/arcio/rss/,statesman.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Fort Worth Star-Telegram,https://www.star-telegram.com/news/local/rss,star-telegram.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - El Paso Times,https://www.elpasotimes.com/rss/,elpasotimes.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Corpus Christi Caller-Times,https://www.caller.com/rss/,caller.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Lubbock Avalanche-Journal,https://www.lubbockonline.com/rss/,lubbockonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Abilene Reporter-News,https://www.reporternews.com/rss/,reporternews.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Beaumont Enterprise,https://www.beaumontenterprise.com/arcio/rss/,beaumontenterprise.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Midland Reporter-Telegram,https://www.mrt.com/search/?f=rss&t=article&l=50,mrt.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Odessa American,https://www.oaoa.com/search/?f=rss&t=article&l=50,oaoa.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
TX - Dallas Observer,https://www.dallasobserver.com/feed/,dallasobserver.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
UT - Salt Lake Tribune,https://www.sltrib.com/feed/,sltrib.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
UT - Deseret News,https://www.deseret.com/rss,deseret.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
UT - Provo Daily Herald,https://www.heraldextra.com/search/?f=rss&t=article&l=50,heraldextra.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
UT - St. George Spectrum,https://www.thespectrum.com/rss/,thespectrum.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
UT - Ogden Standard-Examiner,https://www.standard.net/search/?f=rss&t=article&l=50,standard.net,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
VT - Burlington Free Press,https://www.burlingtonfreepress.com/rss/,burlingtonfreepress.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
VA - Virginian-Pilot Norfolk,https://www.pilotonline.com/arcio/rss/,pilotonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
VA - Washington Post (VA),https://feeds.washingtonpost.com/rss/local/virginia,feeds.washingtonpost.com,Regional,6,Tier 6 Regional Newspapers,50,dead,True,dead/unreachable feed
VA - Staunton News Leader,https://www.newsleader.com/rss/,newsleader.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Seattle Post-Intelligencer,https://www.seattlepi.com/seattlenews/feed/,seattlepi.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Spokane Spokesman-Review,https://www.spokesman.com/feed/,spokesman.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Tacoma News Tribune,https://www.thenewstribune.com/news/local/rss,thenewstribune.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Bellingham Herald,https://www.bellinghamherald.com/news/local/rss,bellinghamherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Olympian,https://www.theolympian.com/news/local/rss,theolympian.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Tri-City Herald,https://www.tri-cityherald.com/news/local/rss,tri-cityherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WA - Crosscut,https://crosscut.com/feed,crosscut.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
DC - Politico,https://www.politico.com/rss/politicopicks.xml,politico.com,General,8,Tier 8 Unknown/Low Value,40,blocked,True,duplicate coverage (already in DocuAction)
DC - DCist,https://dcist.com/feed,dcist.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WV - Huntington Herald-Dispatch,https://www.herald-dispatch.com/search/?f=rss&t=article&l=50,herald-dispatch.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WV - Wheeling Intelligencer,https://www.theintelligencer.net/search/?f=rss&t=article&l=50,theintelligencer.net,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Milwaukee Journal Sentinel,https://www.jsonline.com/arcio/rss/,jsonline.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Green Bay Press-Gazette,https://www.greenbaypressgazette.com/rss/,greenbaypressgazette.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Appleton Post-Crescent,https://www.postcrescent.com/rss/,postcrescent.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Sheboygan Press,https://www.sheboyganpress.com/rss/,sheboyganpress.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Oshkosh Northwestern,https://www.thenorthwestern.com/rss/,thenorthwestern.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Fond du Lac Reporter,https://www.fdlreporter.com/rss/,fdlreporter.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Wausau Daily Herald,https://www.wausaudailyherald.com/rss/,wausaudailyherald.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - Stevens Point Journal,https://www.stevenspointjournal.com/rss/,stevenspointjournal.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WI - WisContext,https://www.wiscontext.org/feed/,wiscontext.org,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
WY - Casper Star-Tribune,https://trib.com/search/?f=rss&t=article&l=50,trib.com,Regional,6,Tier 6 Regional Newspapers,50,dead,False,dead/unreachable feed
National - The Intercept,https://theintercept.com/feed/?rss,theintercept.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - Vox,https://www.vox.com/rss/index.xml,vox.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - BuzzFeed News,https://www.buzzfeednews.com/rss,buzzfeednews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - New Republic,https://newrepublic.com/feed,newrepublic.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - Governing,https://www.governing.com/rss/all/,governing.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - The Markup,https://themarkup.org/feed/,themarkup.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
National - Rest of World,https://restofworld.org/feed/,restofworld.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WBAL Baltimore,https://www.wbaltv.com/news/rss,wbaltv.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WBZ Boston,https://www.cbsnews.com/boston/latest/rss/,cbsnews.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WEWS Cleveland,https://www.news5cleveland.com/rss,news5cleveland.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WXYZ Detroit,https://www.wxyz.com/rss,wxyz.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WDSU New Orleans,https://www.wdsu.com/rss,wdsu.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - KPHO Phoenix,https://www.azfamily.com/rss,azfamily.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WPXI Pittsburgh,https://www.wpxi.com/rss,wpxi.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - KGTV San Diego,https://www.10news.com/rss,10news.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - KOMO Seattle,https://komonews.com/feed/,komonews.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WTTG Washington DC,https://www.fox5dc.com/rss,fox5dc.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WTMJ Milwaukee,https://www.tmj4.com/rss,tmj4.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WESH Orlando,https://www.wesh.com/rss,wesh.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WFTS Tampa,https://www.abcactionnews.com/rss,abcactionnews.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WSB Atlanta,https://www.wsbtv.com/rss,wsbtv.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WRAL Raleigh,https://www.wral.com/rss/,wral.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
TV - WLWT Cincinnati,https://www.wlwt.com/rss,wlwt.com,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WBEZ Chicago,https://www.wbez.org/feed/news,wbez.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KQED San Francisco,https://www.kqed.org/news/feed,kqed.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KPCC Los Angeles,https://www.kpcc.org/rss/news/latest,kpcc.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KPBS San Diego,https://www.kpbs.org/rss,kpbs.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WOSU Columbus,https://radio.wosu.org/term/news/feed,radio.wosu.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WUSF Tampa,https://wusfnews.wusf.usf.edu/feed,wusfnews.wusf.usf.edu,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WESA Pittsburgh,https://www.wesa.fm/feed,wesa.fm,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KJZZ Phoenix,https://kjzz.org/rss.xml,kjzz.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KUOW Seattle,https://www.kuow.org/rss,kuow.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WWNO New Orleans,https://www.wwno.org/rss,wwno.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KUER Salt Lake City,https://www.kuer.org/feed,kuer.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - WFIT Melbourne FL,https://www.wfit.org/rss,wfit.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
Radio - KBIA Columbia MO,https://www.kbia.org/feed,kbia.org,Broadcast/Radio,5,Tier 5 Broadcast News Websites,72,dead,False,dead/unreachable feed
AL - Selma Times-Journal,https://www.selmatimesjournal.com/feed/,selmatimesjournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AL - Troy Messenger,https://www.troymessenger.com/feed/,troymessenger.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AL - Brewton Standard,https://www.brewtonstandard.com/feed/,brewtonstandard.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AL - AL.com Statewide,https://www.al.com/news/index.ssf/rss2.0.xml,al.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AK - Alaska Public Media,https://alaskapublic.org/feed/,alaskapublic.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AZ - Arizona Luminaria,https://arizluminaria.com/feed/,arizluminaria.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AZ - Show Low Independent,https://www.showlowindependent.com/feed/,showlowindependent.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AR - Texarkana Gazette,https://www.texarkanagazette.com/news/arkansas/rss,texarkanagazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AR - Harrison Daily Times,https://www.harrisondaily.com/search/?f=rss,harrisondaily.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
AR - Mountain Home Baxter Bulletin,https://www.baxterbulletin.com/rss/,baxterbulletin.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - San Francisco Examiner,https://www.sfexaminer.com/feed/,sfexaminer.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Petaluma Argus-Courier,https://www.petaluma360.com/search/?f=rss,petaluma360.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Vallejo Times-Herald,https://www.timesheraldonline.com/feed/,timesheraldonline.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Davis Enterprise,https://www.davisenterprise.com/feed/,davisenterprise.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - San Luis Obispo Tribune,https://www.sanluisobispo.com/news/local/rss,sanluisobispo.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Merced Sun-Star,https://www.mercedsunstar.com/news/local/rss,mercedsunstar.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Hanford Sentinel,https://www.hanfordsentinel.com/search/?f=rss,hanfordsentinel.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Victorville Daily Press,https://www.vvdailypress.com/feed/,vvdailypress.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - Barstow Desert Dispatch,https://www.desertsun.com/rss/,desertsun.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - LAist,https://laist.com/feed,laist.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CA - SF Weekly,https://www.sfweekly.com/feed/,sfweekly.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CO - Telluride Daily Planet,https://www.telluridenews.com/feed/,telluridenews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CO - Colorado Springs Indy,https://www.csindy.com/feed/,csindy.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CT - New Haven Independent,https://www.newhavenindependent.org/atom.xml,newhavenindependent.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CT - Middletown Press,https://www.middletownpress.com/feed/,middletownpress.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
CT - Register Citizen Torrington,https://www.registercitizen.com/feed/,registercitizen.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - Bradenton Herald,https://www.bradenton.com/news/local/rss,bradenton.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - Leesburg Daily Commercial,https://www.dailycommercial.com/search/?f=rss,dailycommercial.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - St. Augustine Record,https://www.staugustine.com/arcio/rss/,staugustine.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - Palatka Daily News,https://www.palatka-daily-news.com/search/?f=rss,palatka-daily-news.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - Florida Trend,https://www.floridatrend.com/rss,floridatrend.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
FL - FLHealthNews,https://health.wusf.usf.edu/feed,health.wusf.usf.edu,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
GA - Valdosta Daily Times,https://www.valdostadailytimes.com/search/?f=rss,valdostadailytimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
GA - Statesboro Herald,https://www.statesboroherald.com/feed/,statesboroherald.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
GA - LaGrange Daily News,https://www.lagrangenews.com/feed/,lagrangenews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
GA - Douglas Enterprise,https://www.douglasenterprise.net/feed/,douglasenterprise.net,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
GA - Georgia Virtue,https://georgiavirtu.com/feed/,georgiavirtu.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Elgin Courier-News,https://www.chicagotribune.com/suburbs/elgin-courier-news/rss2.0.xml,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Joliet Herald-News,https://www.chicagotribune.com/suburbs/joliet-herald-news/rss2.0.xml,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Lake County News-Sun,https://www.chicagotribune.com/suburbs/lake-county-news-sun/rss2.0.xml,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Waukegan News-Sun,https://www.chicagotribune.com/suburbs/waukegan-lake-county-news-sun/rss2.0.xml,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Kankakee Daily Journal,https://www.daily-journal.com/search/?f=rss,daily-journal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Ottawa Times,https://www.mywebtimes.com/search/?f=rss,mywebtimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IL - Illinois Newsroom,https://illinoisnewsroom.org/feed/,illinoisnewsroom.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IN - Richmond Palladium-Item,https://www.pal-item.com/rss/,pal-item.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IN - Logansport Pharos-Tribune,https://www.pharostribune.com/search/?f=rss,pharostribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
IA - Iowa Public Radio,https://www.iowapublicradio.org/rss/,iowapublicradio.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
KS - Garden City Telegram,https://www.gctelegram.com/search/?f=rss,gctelegram.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
KS - Dodge City Daily Globe,https://www.dodgeglobeplus.com/search/?f=rss,dodgeglobeplus.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
KS - Leavenworth Times,https://www.leavenworthtimes.com/search/?f=rss,leavenworthtimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
LA - St. Tammany Farmer,https://www.sttammanyfarmer.net/search/?f=rss,sttammanyfarmer.net,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
LA - Natchitoches Times,https://www.natchitochestimes.com/search/?f=rss,natchitochestimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
ME - Maine Beacon,https://mainebeacon.com/feed/,mainebeacon.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
ME - Ellsworth American,https://www.ellsworthamerican.com/feed/,ellsworthamerican.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
ME - Mount Desert Islander,https://www.mdislander.com/feed/,mdislander.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MD - Bay Journal,https://www.bayjournal.com/feed/,bayjournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MD - Montgomery County Sentinel,https://www.thesentinel.com/feed/,thesentinel.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MD - Prince George Sentinel,https://pgsentinel.com/feed/,pgsentinel.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - Brockton Enterprise,https://www.enterprisenews.com/feed/,enterprisenews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - Taunton Gazette,https://www.tauntongazette.com/feed/,tauntongazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - Fall River Herald News,https://www.heraldnews.com/feed/,heraldnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - Milford Daily News,https://www.milforddailynews.com/feed/,milforddailynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - MetroWest Daily News,https://www.metrowestdailynews.com/feed/,metrowestdailynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MA - Boston.com,https://www.boston.com/tag/news/feed/,boston.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MI - Traverse City Ticker,https://www.traverseticker.com/feed/,traverseticker.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MI - Monroe News,https://www.monroenews.com/search/?f=rss,monroenews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MI - Battle Creek Enquirer,https://www.battlecreekenquirer.com/rss/,battlecreekenquirer.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MI - Jackson Citizen Patriot,https://www.mlive.com/jackson/index.ssf/rss2.0.xml,mlive.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MI - Alpena News,https://www.thealpenanews.com/feed/,thealpenanews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MN - Duluth Reader,https://duluthreader.com/feed/,duluthreader.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MS - Natchez Democrat,https://www.natchezdemocrat.com/feed/,natchezdemocrat.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
